sequence,frame,cg_v2_file,he_file,expected_sequence_frames,sequence_common_frames,sequence_cg_frames,sequence_he_frames,missing_cg_count,missing_he_count
BouncingBlue,0120,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0120.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0120.ply,157,157,157,157,0,0
BouncingBlue,0121,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0121.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0121.ply,157,157,157,157,0,0
BouncingBlue,0122,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0122.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0122.ply,157,157,157,157,0,0
BouncingBlue,0123,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0123.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0123.ply,157,157,157,157,0,0
BouncingBlue,0124,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0124.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0124.ply,157,157,157,157,0,0
BouncingBlue,0125,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0125.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0125.ply,157,157,157,157,0,0
BouncingBlue,0126,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0126.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0126.ply,157,157,157,157,0,0
BouncingBlue,0127,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0127.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0127.ply,157,157,157,157,0,0
BouncingBlue,0128,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0128.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0128.ply,157,157,157,157,0,0
BouncingBlue,0129,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0129.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0129.ply,157,157,157,157,0,0
BouncingBlue,0130,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0130.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0130.ply,157,157,157,157,0,0
BouncingBlue,0131,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0131.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0131.ply,157,157,157,157,0,0
BouncingBlue,0132,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0132.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0132.ply,157,157,157,157,0,0
BouncingBlue,0133,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0133.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0133.ply,157,157,157,157,0,0
BouncingBlue,0134,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0134.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0134.ply,157,157,157,157,0,0
BouncingBlue,0135,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0135.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0135.ply,157,157,157,157,0,0
BouncingBlue,0136,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0136.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0136.ply,157,157,157,157,0,0
BouncingBlue,0137,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0137.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0137.ply,157,157,157,157,0,0
BouncingBlue,0138,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0138.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0138.ply,157,157,157,157,0,0
BouncingBlue,0139,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0139.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0139.ply,157,157,157,157,0,0
BouncingBlue,0140,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0140.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0140.ply,157,157,157,157,0,0
BouncingBlue,0141,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0141.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0141.ply,157,157,157,157,0,0
BouncingBlue,0142,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0142.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0142.ply,157,157,157,157,0,0
BouncingBlue,0143,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0143.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0143.ply,157,157,157,157,0,0
BouncingBlue,0144,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0144.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0144.ply,157,157,157,157,0,0
BouncingBlue,0145,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0145.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0145.ply,157,157,157,157,0,0
BouncingBlue,0146,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0146.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0146.ply,157,157,157,157,0,0
BouncingBlue,0147,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0147.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0147.ply,157,157,157,157,0,0
BouncingBlue,0148,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0148.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0148.ply,157,157,157,157,0,0
BouncingBlue,0149,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0149.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0149.ply,157,157,157,157,0,0
BouncingBlue,0150,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0150.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0150.ply,157,157,157,157,0,0
BouncingBlue,0151,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0151.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0151.ply,157,157,157,157,0,0
BouncingBlue,0152,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0152.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0152.ply,157,157,157,157,0,0
BouncingBlue,0153,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0153.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0153.ply,157,157,157,157,0,0
BouncingBlue,0154,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0154.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0154.ply,157,157,157,157,0,0
BouncingBlue,0155,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0155.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0155.ply,157,157,157,157,0,0
BouncingBlue,0156,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/cg/15fps/BouncingBlue_UVG-CWI-DQPC_CG_15_0_156_0156.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BouncingBlue/he/15fps/BouncingBlue_UVG-CWI-DQPC_HE_15_0_156_0156.ply,157,157,157,157,0,0
FitFluencer,0000,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0000.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0000.ply,201,201,201,201,0,0
FitFluencer,0001,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0001.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0001.ply,201,201,201,201,0,0
FitFluencer,0002,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0002.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0002.ply,201,201,201,201,0,0
FitFluencer,0003,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0003.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0003.ply,201,201,201,201,0,0
FitFluencer,0004,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0004.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0004.ply,201,201,201,201,0,0
FitFluencer,0005,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0005.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0005.ply,201,201,201,201,0,0
FitFluencer,0006,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0006.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0006.ply,201,201,201,201,0,0
FitFluencer,0007,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0007.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0007.ply,201,201,201,201,0,0
FitFluencer,0008,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0008.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0008.ply,201,201,201,201,0,0
FitFluencer,0009,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0009.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0009.ply,201,201,201,201,0,0
FitFluencer,0010,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0010.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0010.ply,201,201,201,201,0,0
FitFluencer,0011,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0011.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0011.ply,201,201,201,201,0,0
FitFluencer,0012,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0012.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0012.ply,201,201,201,201,0,0
FitFluencer,0013,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0013.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0013.ply,201,201,201,201,0,0
FitFluencer,0014,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0014.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0014.ply,201,201,201,201,0,0
FitFluencer,0015,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0015.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0015.ply,201,201,201,201,0,0
FitFluencer,0016,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0016.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0016.ply,201,201,201,201,0,0
FitFluencer,0017,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0017.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0017.ply,201,201,201,201,0,0
FitFluencer,0018,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0018.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0018.ply,201,201,201,201,0,0
FitFluencer,0019,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0019.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0019.ply,201,201,201,201,0,0
FitFluencer,0020,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0020.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0020.ply,201,201,201,201,0,0
FitFluencer,0021,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0021.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0021.ply,201,201,201,201,0,0
FitFluencer,0022,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0022.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0022.ply,201,201,201,201,0,0
FitFluencer,0023,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0023.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0023.ply,201,201,201,201,0,0
FitFluencer,0024,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0024.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0024.ply,201,201,201,201,0,0
FitFluencer,0025,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0025.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0025.ply,201,201,201,201,0,0
FitFluencer,0026,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0026.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0026.ply,201,201,201,201,0,0
FitFluencer,0027,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/cg/15fps/FitFluencer_UVG-CWI-DQPC_CG_15_0_200_0027.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/FitFluencer/he/15fps/FitFluencer_UVG-CWI-DQPC_HE_15_0_200_0027.ply,201,201,201,201,0,0
